# University Ranking Results - www.universityrankings.ch
# Ranking: QS
# Year: 2017
# Region: Europe
#
 #    World Rank                   ,  Institution                   ,  Country                       
   4  ,  University of Cambridge  , UK    
   320  ,  Ben-Gurion University of the Negev  , Israel    
   321  ,  Polytechnic University of Catalonia  , Spain    
   323  ,  University of Porto  , Portugal    
   327  ,  Heriot-Watt University  , UK    
   327  ,  University of Montpellier  , France    
   330  ,  Tilburg University  , Netherlands    
   330  ,  University of Lisbon  , Portugal    
   330  ,  University of Essex  , UK    
   338  ,  University of Padua  , Italy    
   338  ,  University of Jyvaskyla  , Finland    
   345  ,  Brunel University  , UK    
   347  ,  University of Cologne  , Germany    
   347  ,  University of Ulm  , Germany    
   347  ,  University of Tartu  , Estonia    
   350  ,  Moscow Institute of Physics and Technology  , Russia    
   350  ,  Moscow State Institute of International Relations  , Russia    
   352  ,  University of Konstanz  , Germany    
   354  ,  Belarusian State University  , Belarus    
   356  ,  Lappeenranta University of Technology  , Finland    
   356  ,  University Paris-Dauphine (Paris IX)  , France    
   358  ,  Aston University  , UK    
   359  ,  Oxford Brookes University  , UK    
   363  ,  University of Jena  , Germany    
   366  ,  University of Warsaw  , Poland    
   366  ,  New University of Lisbon  , Portugal    
   366  ,  University of Kent at Canterbury  , UK    
   370  ,  University of Milan  , Italy    
   374  ,  Aalborg University  , Denmark    
   377  ,  University René Descartes (Paris V)  , France    
   377  ,  Tomsk State University  , Russia    
   377  ,  Uit the Arctic University of Norway  , Norway    
   380  ,  Dublin City University  , Ireland    
   382  ,  University of Eastern Finland  , Finland    
   382  ,  V.N. Karazin Kharkiv National University  , Ukraine    
   385  ,  University of Stirling  , UK    
   390  ,  University of Southern Denmark  , Denmark    
   390  ,  Swansea University  , UK    
   395  ,  National Technical University of Athens  , Greece    
   400  ,  University of Hannover  , Germany    
   400  ,  Tomsk Polytechnic University  , Russia    
   401-410  ,  University of Mainz  , Germany    
   401-410  ,  National Research Nuclear University  , Russia    
   411-420  ,  University of Mannheim  , Germany    
   411-420  ,  University of Oulu  , Finland    
   411-420  ,  Higher School of Economics  , Russia    
   411-420  ,  Bilkent University  , Turkey    
   411-420  ,  Bangor University  , UK    
   411-420  ,  Aix-Marseille University  , France    
   411-420  ,  St Petersburg State Politecnical University  , Russia    
   421-430  ,  University of Würzburg  , Germany    
   421-430  ,  University of Kiel  , Germany    
   421-430  ,  Institut National des Sciences Appliquées de Lyon  , France    
   421-430  ,  Goldsmiths College - University of London  , UK    
   431-440  ,  Polytechnic University of Valencia  , Spain    
   431-440  ,  University of Pisa  , Italy    
   431-440  ,  Jagiellonian University  , Poland    
   431-440  ,  Taras Shevchenko National University of Kyiv  , Ukraine    
   441-450  ,  University of Bremen  , Germany    
   441-450  ,  University of Trento  , Italy    
   441-450  ,  Sabanci University  , Turkey    
   451-460  ,  University of Bochum  , Germany    
   451-460  ,  University of Florence  , Italy    
   451-460  ,  University of Coimbra  , Portugal    
   451-460  ,  Koc University  , Turkey    
   461-470  ,  University of Graz  , Austria    
   461-470  ,  University Paul Sabatier - Toulouse III  , France    
   471-480  ,  Technical University of Braunschweig  , Germany    
   471-480  ,  Bogazici University  , Turkey    
   471-480  ,  Middle East Technical University  , Turkey    
   481-490  ,  University of Zaragoza  , Spain    
   481-490  ,  University of Naples Federico II  , Italy    
   481-490  ,  University of Rome - Tor Vergata  , Italy    
   481-490  ,  Vilnius University  , Lithuania    
   491-500  ,  Aristotle University of Thessaloniki  , Greece    
   491-500  ,  Catholic University of the Sacred Heart  , Italy    
   491-500  ,  Aberystwyth University  , UK    
   501-550  ,  University of Mons-Hainaut  , Belgium    
   501-550  ,  Czech Technical University of Prague  , Czech Republic    
   501-550  ,  University of Halle-Wittenberg  , Germany    
   501-550  ,  University of Bayreuth  , Germany    
   501-550  ,  University of Leipzig  , Germany    
   501-550  ,  University of Regensburg  , Germany    
   501-550  ,  Saarland University  , Germany    
   501-550  ,  University of Granada  , Spain    
   501-550  ,  Abo Akademi University  , Finland    
   501-550  ,  University of Tampere  , Finland    
   501-550  ,  University Claude Bernard - Lyon I  , France    
   501-550  ,  University Lille I  , France    
   501-550  ,  University of Szeged  , Hungary    
   501-550  ,  University of Limerick  , Ireland    
   501-550  ,  Kingston University  , UK    
   501-550  ,  University of Bordeaux  , France    
   501-550  ,  Kazan Federal University   , Russia    
   551-600  ,  University of Linz  , Austria    
   551-600  ,  University of Marburg  , Germany    
   551-600  ,  Technical University of Madrid  , Spain    
   551-600  ,  University of Santiago de Compostela  , Spain    
   551-600  ,  University of Valencia  , Spain    
   551-600  ,  University of Pavia  , Italy    
   551-600  ,  University of Turin  , Italy    
   551-600  ,  Far Eastern Federal University  , Russia    
   551-600  ,  Saratov State University  , Russia    
   551-600  ,  National Technical University of Ukraine  , Ukraine    
   551-600  ,  Keele University  , UK    
   551-600  ,  University of Bradford  , UK    
   551-600  ,  University of Hull  , UK    
   551-600  ,  Technical University of Dortmund  , Germany    
   551-600  ,  Southern Federal University  , Russia    
   601-650  ,  Masaryk University  , Czech Republic    
   601-650  ,  University of Duisburg-Essen  , Germany    
   601-650  ,  University of Düsseldorf  , Germany    
   601-650  ,  University of Bielefeld  , Germany    
   601-650  ,  University of Alcalá de Henares  , Spain    
   601-650  ,  University of Seville  , Spain    
   601-650  ,  University Panthéon-Assas (Paris II)  , France    
   601-650  ,  University of Rennes I  , France    
   601-650  ,  University of Nice-Sophia Antipolis  , France    
   601-650  ,  Eötvös Lorand University  , Hungary    
   601-650  ,  Bar-Ilan University  , Israel    
   601-650  ,  Warsaw University of Technology  , Poland    
   601-650  ,  Peoples’ Friendship University of Russia  , Russia    
   601-650  ,  University of Ljubljana  , Slovenia    
   601-650  ,  Middlesex University  , UK    
   601-650  ,  University of Portsmouth  , UK    
   601-650  ,  University of Ulster  , UK    
   601-650  ,  Tallinn University of Technology  , Estonia    
   601-650  ,  Ural Federal University  , Russia    
   601-650  ,  National University of Science and Technology MISiS  , Russia    
   651-700  ,  Sofia University  , Bulgaria    
   651-700  ,  Palacky University  , Czech Republic    
   651-700  ,  Brno University of Technology  , Czech Republic    
   651-700  ,  University of Giessen  , Germany    
   651-700  ,  University of Rostock  , Germany    
   651-700  ,  University of Salamanca  , Spain    
   651-700  ,  University of Athens  , Greece    
   651-700  ,  University of Crete  , Greece    
   651-700  ,  University of Patras  , Greece    
   651-700  ,  University of Zagreb  , Croatia    
   651-700  ,  University of Debrecen   , Hungary    
   651-700  ,  Dublin Institute of Technology  , Ireland    
   651-700  ,  National University of Ireland - Maynooth  , Ireland    
   651-700  ,  University of Haifa  , Israel    
   651-700  ,  University of Milan - Bicocca  , Italy    
   651-700  ,  University of Modena  , Italy    
   651-700  ,  University of Latvia  , Latvia    
   651-700  ,  Comenius University in Bratislava  , Slovakia    
   651-700  ,  Istanbul Technical University  , Turkey    
   651-700  ,  Coventry University  , UK    
   651-700  ,  London Metropolitan University  , UK    
   651-700  ,  University of Plymouth  , UK    
   701-916  ,  University of Klagenfurt  , Austria    
   701-916  ,  University of Salzburg  , Austria    
   701-916  ,  Baku State University  , Azerbaijan    
   701-916  ,  Khazar University  , Azerbaijan    
   701-916  ,  Qafqaz University  , Azerbaijan    
   701-916  ,  University Rey Juan Carlos  , Spain    
   701-916  ,  University of Castilla La Mancha  , Spain    
   701-916  ,  University of La Coruña  , Spain    
   701-916  ,  University of Murcia  , Spain    
   701-916  ,  University Charles-de-Gaulle - Lille III  , France    
   701-916  ,  University Jean Moulin - Lyon III  , France    
   701-916  ,  University Lumiére - Lyon II  , France    
   701-916  ,  Univ Paris Ouest Nanterre La Défense  , France    
   701-916  ,  University Paul Valéry - Montpellier III  , France    
   701-916  ,  University of Caen Normandy  , France    
   701-916  ,  University of Cergy-Pontoise  , France    
   701-916  ,  University of Nantes  , France    
   701-916  ,  University of Poitiers  , France    
   701-916  ,  University of Toulouse - Jean Jaurès  , France    
   701-916  ,  Toulouse 1 University Capitole  , France    
   701-916  ,  University of Droit et de la Sante - Lille II  , France    
   701-916  ,  Athens University of Economics and Business  , Greece    
   701-916  ,  Budapest University of Technology and Economics  , Hungary    
   701-916  ,  University of Pecs  , Hungary    
   701-916  ,  Roma Tre University  , Italy    
   701-916  ,  University of Bari  , Italy    
   701-916  ,  University of Brescia  , Italy    
   701-916  ,  University of Catania  , Italy    
   701-916  ,  University of Ferrara  , Italy    
   701-916  ,  University of Genoa  , Italy    
   701-916  ,  University of Palermo  , Italy    
   701-916  ,  University of Perugia  , Italy    
   701-916  ,  University of Siena  , Italy    
   701-916  ,  University of Trieste  , Italy    
   701-916  ,  University of Verona  , Italy    
   701-916  ,  Kaunas University of Technology  , Lithuania    
   701-916  ,  Vilnius Gediminas Technical University  , Lithuania    
   701-916  ,  Vytautas Magnus University  , Lithuania    
   701-916  ,  Nicolaus Copernicus University  , Poland    
   701-916  ,  University of Lodz  , Poland    
   701-916  ,  University of Wroclaw  , Poland    
   701-916  ,  Catholic University of Portugal  , Portugal    
   701-916  ,  Babes-Bolyai University  , Romania    
   701-916  ,  University of Bucharest  , Romania    
   701-916  ,  West University of Timisoara  , Romania    
   701-916  ,  Novosibirsk State Technical University  , Russia    
   701-916  ,  Plekhanov Russian University of Economics  , Russia    
   701-916  ,  Voronezh State University  , Russia    
   701-916  ,  University of Maribor  , Slovenia    
   701-916  ,  Ankara University  , Turkey    
   701-916  ,  Cukurova University  , Turkey    
   701-916  ,  Gazi University Ankara  , Turkey    
   701-916  ,  Hacettepe University  , Turkey    
   701-916  ,  Istanbul University  , Turkey    
   701-916  ,  Donetsk National University  , Ukraine    
   701-916  ,  National Technical University (Kharkiv Polytechnic Institute)  , Ukraine    
   701-916  ,  Sumy State University  , Ukraine    
   701-916  ,  Nottingham Trent University  , UK    
   701-916  ,  The Manchester Metropolitan University  , UK    
   701-916  ,  The Robert Gordon University  , UK    
   701-916  ,  University of Central Lancashire  , UK    
   701-916  ,  University of East London  , UK    
   701-916  ,  University of Greenwich  , UK    
   701-916  ,  University of Hertfordshire  , UK    
   701-916  ,  University of Huddersfield  , UK    
   701-916  ,  University of Northumbria at Newcastle  , UK    
   701-916  ,  University of Salford  , UK    
   701-916  ,  University of Belgrade  , Serbia    
   701-916  ,  University of Lorraine  , France    
   701-916  ,  Ca Foscari University of Venice  , Italy    
   701-916  ,  Corvinus University of Budapest  , Hungary    
   701-916  ,  Alexandru Ioan Cuza University   , Romania    
   701-916  ,  Lobachevsky University  , Russia    
   701-916  ,  Belarusian National Technical University  , Belarus    
