# University Ranking Results - www.universityrankings.ch
# Ranking: QS
# Year: 2012
# Region: Europe
#
 #    World Rank                   ,  Institution                   ,  Country                       
   2  ,  University of Cambridge  , UK    
   289  ,  Norwegian University of Science and Technology  , Norway    
   292  ,  University of Würzburg  , Germany    
   294  ,  School of Oriental and African Studies - University of London  , UK    
   297  ,  Umea University  , Sweden    
   298  ,  University of Padua  , Italy    
   301  ,  Ecole des Ponts ParisTech  , France    
   302  ,  University of Eastern Finland  , Finland    
   304  ,  University of Tromso  , Norway    
   306  ,  University Bordeaux I - Sciences Technologie  , France    
   309  ,  University of Jyvaskyla  , Finland    
   314  ,  University of Pisa  , Italy    
   315  ,  University René Descartes (Paris V)  , France    
   316  ,  University of Mainz  , Germany    
   318  ,  University of Southern Denmark  , Denmark    
   320  ,  University of Leipzig  , Germany    
   321  ,  University of Essex  , UK    
   324  ,  Dublin City University  , Ireland    
   327  ,  City University London  , UK    
   331  ,  Brunel University  , UK    
   336  ,  University of Rome - Tor Vergata  , Italy    
   338  ,  University of Bochum  , Germany    
   340  ,  Linkoping University  , Sweden    
   343  ,  University Carlos III de Madrid  , Spain    
   344  ,  University Paris-Dauphine (Paris IX)  , France    
   345  ,  Aston University  , UK    
   346  ,  University of Bremen  , Germany    
   346  ,  University Claude Bernard - Lyon I  , France    
   350  ,  Polytechnic University of Catalonia  , Spain    
   351  ,  University Paul Sabatier - Toulouse III  , France    
   352  ,  Aalborg University  , Denmark    
   352  ,  Bauman Moscow State Technical University  , Russia    
   355  ,  University of Düsseldorf  , Germany    
   359  ,  University of Navarra  , Spain    
   364  ,  Saarland University  , Germany    
   367  ,  Moscow State Institute of International Relations  , Russia    
   371  ,  Novosibirsk State University  , Russia    
   372  ,  University of Regensburg  , Germany    
   373  ,  University of Graz  , Austria    
   376  ,  University of Jena  , Germany    
   377  ,  Ben-Gurion University of the Negev  , Israel    
   378  ,  University of Montpellier II  , France    
   379  ,  Birkbeck - University of London  , UK    
   383  ,  University of Kent at Canterbury  , UK    
   384  ,  University of Bielefeld  , Germany    
   385  ,  University of Coimbra  , Portugal    
   388  ,  Heriot-Watt University  , UK    
   393  ,  University of St.Gallen  , Switzerland    
   395  ,  University of Tampere  , Finland    
   396  ,  University Lille I  , France    
   398  ,  University of Warsaw  , Poland    
   399  ,  University of Bayreuth  , Germany    
   401-450  ,  University of Marburg  , Germany    
   401-450  ,  University of Hannover  , Germany    
   401-450  ,  Polytechnic University of Valencia  , Spain    
   401-450  ,  Abo Akademi University  , Finland    
   401-450  ,  University Panthéon-Assas (Paris II)  , France    
   401-450  ,  Polytechnic University of Turin  , Italy    
   401-450  ,  University of Florence  , Italy    
   401-450  ,  University of Pavia  , Italy    
   401-450  ,  University of Turin  , Italy    
   401-450  ,  Tilburg University  , Netherlands    
   401-450  ,  Jagiellonian University  , Poland    
   401-450  ,  New University of Lisbon  , Portugal    
   401-450  ,  University of Porto  , Portugal    
   401-450  ,  Bilkent University  , Turkey    
   401-450  ,  Goldsmiths College - University of London  , UK    
   401-450  ,  Oxford Brookes University  , UK    
   401-450  ,  Swansea University  , UK    
   401-450  ,  University of Lorraine  , France    
   451-500  ,  University of Linz  , Austria    
   451-500  ,  University of Duisburg-Essen  , Germany    
   451-500  ,  Technical University of Madrid  , Spain    
   451-500  ,  University of Granada  , Spain    
   451-500  ,  University of Salamanca  , Spain    
   451-500  ,  University of Santiago de Compostela  , Spain    
   451-500  ,  University of Valencia  , Spain    
   451-500  ,  University of Montpellier I  , France    
   451-500  ,  Aristotle University of Thessaloniki  , Greece    
   451-500  ,  University of Crete  , Greece    
   451-500  ,  Dublin Institute of Technology  , Ireland    
   451-500  ,  University of Limerick  , Ireland    
   451-500  ,  Catholic University of the Sacred Heart  , Italy    
   451-500  ,  University of Naples Federico II  , Italy    
   451-500  ,  University of Trento  , Italy    
   451-500  ,  Middle East Technical University  , Turkey    
   451-500  ,  Aberystwyth University  , UK    
   451-500  ,  Bangor University  , UK    
   451-500  ,  Technical University of Dortmund  , Germany    
   451-500  ,  Ural Federal University  , Russia    
