# University Ranking Results - www.universityrankings.ch
# Ranking: QS
# Year: 2016
# Region: Europe
#
 #    World Rank                   ,  Institution                   ,  Country                       
   3  ,  University of Cambridge  , UK    
   314  ,  Polytechnic University of Turin  , Italy    
   314  ,  Ecole des Ponts ParisTech  , France    
   317  ,  Novosibirsk State University  , Russia    
   318  ,  Heriot-Watt University  , UK    
   319  ,  University of Konstanz  , Germany    
   319  ,  Umea University  , Sweden    
   319  ,  University of Jyvaskyla  , Finland    
   324  ,  Oxford Brookes University  , UK    
   329  ,  University of St.Gallen  , Switzerland    
   331  ,  University of Cologne  , Germany    
   331  ,  Brunel University  , UK    
   338  ,  University of Ulm  , Germany    
   338  ,  Bauman Moscow State Technical University  , Russia    
   344  ,  University of Warsaw  , Poland    
   346  ,  Aston University  , UK    
   347  ,  University of Eastern Finland  , Finland    
   351  ,  University of Bremen  , Germany    
   351  ,  New University of Lisbon  , Portugal    
   353  ,  Dublin City University  , Ireland    
   356  ,  Aalborg University  , Denmark    
   356  ,  Tampere University of Technology  , Finland    
   358  ,  University of Oulu  , Finland    
   360  ,  University of Kent at Canterbury  , UK    
   361  ,  University of Southern Denmark  , Denmark    
   361  ,  Aix-Marseille University  , France    
   366  ,  University of Hannover  , Germany    
   367  ,  University of Pisa  , Italy    
   367  ,  University of Coimbra  , Portugal    
   369  ,  University Paris-Dauphine (Paris IX)  , France    
   375  ,  University of Mainz  , Germany    
   376  ,  National Technical University of Athens  , Greece    
   376  ,  University of Montpellier  , France    
   381  ,  University of Jena  , Germany    
   384  ,  University of Leipzig  , Germany    
   384  ,  University of Stirling  , UK    
   387  ,  Institut National des Sciences Appliquées de Lyon  , France    
   387  ,  University René Descartes (Paris V)  , France    
   394  ,  University of Mannheim  , Germany    
   394  ,  Bilkent University  , Turkey    
   397  ,  University Paul Sabatier - Toulouse III  , France    
   397  ,  Moscow State Institute of International Relations  , Russia    
   400  ,  University of Tartu  , Estonia    
   400  ,  Swansea University  , UK    
   401-410  ,  University of Würzburg  , Germany    
   401-410  ,  University of Kiel  , Germany    
   401-410  ,  University of Rome - Tor Vergata  , Italy    
   411-420  ,  Polytechnic University of Valencia  , Spain    
   411-420  ,  University of Florence  , Italy    
   411-420  ,  Jagiellonian University  , Poland    
   411-420  ,  Bangor University  , UK    
   421-430  ,  Belarusian State University  , Belarus    
   421-430  ,  University of Bochum  , Germany    
   421-430  ,  Taras Shevchenko National University of Kyiv  , Ukraine    
   421-430  ,  Uit the Arctic University of Norway  , Norway    
   431-440  ,  University of Graz  , Austria    
   431-440  ,  University of Trento  , Italy    
   431-440  ,  Moscow Institute of Physics and Technology  , Russia    
   431-440  ,  Middle East Technical University  , Turkey    
   441-450  ,  Abo Akademi University  , Finland    
   441-450  ,  University of Tampere  , Finland    
   441-450  ,  University of Naples Federico II  , Italy    
   441-450  ,  Bogazici University  , Turkey    
   441-450  ,  Sabanci University  , Turkey    
   441-450  ,  University of Bordeaux  , France    
   451-460  ,  Czech Technical University of Prague  , Czech Republic    
   451-460  ,  University of Bayreuth  , Germany    
   451-460  ,  Goldsmiths College - University of London  , UK    
   461-470  ,  University of Regensburg  , Germany    
   461-470  ,  Technical University of Madrid  , Spain    
   461-470  ,  University of Granada  , Spain    
   461-470  ,  Aristotle University of Thessaloniki  , Greece    
   471-480  ,  University Lille I  , France    
   471-480  ,  University of Limerick  , Ireland    
   471-480  ,  Catholic University of the Sacred Heart  , Italy    
   471-480  ,  Kingston University  , UK    
   471-480  ,  St Petersburg State Politecnical University  , Russia    
   481-490  ,  University Claude Bernard - Lyon I  , France    
   481-490  ,  University of Lisbon  , Portugal    
   481-490  ,  Tomsk Polytechnic University  , Russia    
   481-490  ,  Tomsk State University  , Russia    
   481-490  ,  Koc University  , Turkey    
   491-500  ,  University of Marburg  , Germany    
   491-500  ,  University of Zaragoza  , Spain    
   491-500  ,  Technical University of Dortmund  , Germany    
   491-500  ,  V.N. Karazin Kharkiv National University  , Ukraine    
   501-550  ,  Technical University of Braunschweig  , Germany    
   501-550  ,  University of Bielefeld  , Germany    
   501-550  ,  Saarland University  , Germany    
   501-550  ,  University of Seville  , Spain    
   501-550  ,  University of Valencia  , Spain    
   501-550  ,  University of Rennes I  , France    
   501-550  ,  University of Crete  , Greece    
   501-550  ,  University of Szeged  , Hungary    
   501-550  ,  University of Pavia  , Italy    
   501-550  ,  University of Turin  , Italy    
   501-550  ,  Vilnius University  , Lithuania    
   501-550  ,  Higher School of Economics  , Russia    
   501-550  ,  Keele University  , UK    
   501-550  ,  Aberystwyth University  , UK    
   501-550  ,  National Research Nuclear University  , Russia    
   551-600  ,  University of Linz  , Austria    
   551-600  ,  Masaryk University  , Czech Republic    
   551-600  ,  University of Duisburg-Essen  , Germany    
   551-600  ,  University of Düsseldorf  , Germany    
   551-600  ,  University of Halle-Wittenberg  , Germany    
   551-600  ,  University of Rostock  , Germany    
   551-600  ,  University of Salamanca  , Spain    
   551-600  ,  University of Santiago de Compostela  , Spain    
   551-600  ,  University of Nice-Sophia Antipolis  , France    
   551-600  ,  National University of Ireland - Maynooth  , Ireland    
   551-600  ,  University of Ljubljana  , Slovenia    
   551-600  ,  Istanbul Technical University  , Turkey    
   551-600  ,  University of Bradford  , UK    
   551-600  ,  University of Hull  , UK    
   551-600  ,  University of Ulster  , UK    
   551-600  ,  Kazan Federal University   , Russia    
   601-650  ,  National Technical University Ukraine (kyiv Polytechnic Institute)  , Ukraine    
   601-650  ,  Brno University of Technology  , Czech Republic    
   601-650  ,  University of Giessen  , Germany    
   601-650  ,  University of Alcalá de Henares  , Spain    
   601-650  ,  University Panthéon-Assas (Paris II)  , France    
   601-650  ,  University of Athens  , Greece    
   601-650  ,  University of Patras  , Greece    
   601-650  ,  Eötvös Lorand University  , Hungary    
   601-650  ,  University of Debrecen   , Hungary    
   601-650  ,  Dublin Institute of Technology  , Ireland    
   601-650  ,  Bar-Ilan University  , Israel    
   601-650  ,  University of Milan - Bicocca  , Italy    
   601-650  ,  Peoples’ Friendship University of Russia  , Russia    
   601-650  ,  Saratov State University  , Russia    
   601-650  ,  University of Portsmouth  , UK    
   601-650  ,  Tallinn University of Technology  , Estonia    
   601-650  ,  Ural Federal University  , Russia    
   601-650  ,  Southern Federal University  , Russia    
   651-700  ,  Far Eastern Federal University  , Russia    
   651-700  ,  Khazar University  , Azerbaijan    
   651-700  ,  University of Nantes  , France    
   651-700  ,  University of Trieste  , Italy    
   651-700  ,  Warsaw University of Technology  , Poland    
   651-700  ,  Catholic University of Portugal  , Portugal    
   651-700  ,  University of Bucharest  , Romania    
   651-700  ,  Comenius University in Bratislava  , Slovakia    
   651-700  ,  Hacettepe University  , Turkey    
   651-700  ,  London Metropolitan University  , UK    
   651-700  ,  Middlesex University  , UK    
   651-700  ,  University of Plymouth  , UK    
   651-700  ,  University of Salford  , UK    
   651-700  ,  University of Lorraine  , France    
