# University Ranking Results - www.universityrankings.ch
# Ranking: QS
# Year: 2013
# Region: Europe
#
 #    World Rank                   ,  Institution                   ,  Country                       
   3  ,  University of Cambridge  , UK    
   112  ,  University Pierre et Marie Curie (Paris VI)  , France    
   115  ,  Queen Mary - University of London  , UK    
   116  ,  Karlsruhe Institute of Technology  , Germany    
   118  ,  KTH - Royal Institute of Technology  , Sweden    
   120  ,  Moscow State University  , Russia    
   121  ,  University of Maastricht  , Netherlands    
   122  ,  University of Gent  , Belgium    
   124  ,  University of York  , UK    
   126  ,  Humboldt University of Berlin  , Germany    
   128  ,  University of Göttingen  , Germany    
   129  ,  Newcastle University - Newcastle-upon-Tyne  , UK    
   130  ,  University of Liverpool  , UK    
   134  ,  University of Tübingen  , Germany    
   134  ,  Technical University of Denmark  , Denmark    
   136  ,  Cardiff University  , UK    
   138  ,  Catholic University of Louvain  , Belgium    
   139  ,  University College Dublin  , Ireland    
   141  ,  Hebrew University of Jerusalem  , Israel    
   143  ,  Radboud University of Nijmegen  , Netherlands    
   147  ,  RWTH Aachen University  , Germany    
   148  ,  University of Aberdeen  , UK    
   150  ,  Wageningen University & Research Center  , Netherlands    
   151  ,  University of Bergen  , Norway    
   154  ,  University of Bern  , Switzerland    
   156  ,  University of Lancaster  , UK    
   157  ,  Eindhoven University of Technology  , Netherlands    
   158  ,  University of Vienna  , Austria    
   158  ,  Ecole Normale Supérieure de Lyon  , France    
   163  ,  University of Bonn  , Germany    
   168  ,  Université Libre de Bruxelles  , Belgium    
   168  ,  University of Exeter  , UK    
   170  ,  Stockholm University  , Sweden    
   172  ,  Vrije Universiteit Brussel  , Belgium    
   172  ,  Queen&rsquo;s University Belfast  , UK    
   177  ,  Autonomous University of Barcelona  , Spain    
   178  ,  University of Barcelona  , Spain    
   181  ,  VU University Amsterdam  , Netherlands    
   183  ,  Technical University of Berlin  , Germany    
   183  ,  Technion - Israel Institute of Technology  , Israel    
   185  ,  University of Antwerp  , Belgium    
   186  ,  University of Hamburg  , Germany    
   187  ,  University of Bath  , UK    
   188  ,  University of Bologna  , Italy    
   189  ,  University Paris Sud (Paris XI)  , France    
   193  ,  University of Sussex  , UK    
   195  ,  Autonomous University of Madrid  , Spain    
   196  ,  Tel Aviv University  , Israel    
   196  ,  University of Rome - La Sapienza  , Italy    
   196  ,  Aalto University  , Finland    
   202  ,  Chalmers University of Technology  , Sweden    
   202  ,  University of Leicester  , UK    
   205  ,  University of Turku  , Finland    
   205  ,  University Denis Diderot (Paris VII)  , France    
   205  ,  Göteborg University  , Sweden    
   208  ,  University of Frankfurt am Main  , Germany    
   210  ,  University College Cork  , Ireland    
   213  ,  University of Reading  , UK    
   214  ,  Sciences Po - Paris  , France    
   216  ,  Complutense University of Madrid  , Spain    
   216  ,  University Paris-Sorbonne (Paris IV)  , France    
   219  ,  University of Dundee  , UK    
   220  ,  University Joseph Fourier - Grenoble I  , France    
   225  ,  University Panthéon-Sorbonne (Paris I)  , France    
   226  ,  University of Strasbourg  , France    
   228  ,  University of Twente  , Netherlands    
   229  ,  University of East Anglia  , UK    
   230  ,  Polytechnic University of Milan  , Italy    
   233  ,  Charles University Prague  , Czech Republic    
   235  ,  University of Milan  , Italy    
   236  ,  University of Münster  , Germany    
   240  ,  University of Liège  , Belgium    
   240  ,  St. Petersburg State University  , Russia    
   243  ,  University of Cologne  , Germany    
   244  ,  Loughborough University  , UK    
   248  ,  University of Stuttgart  , Germany    
   251  ,  Norwegian University of Science and Technology  , Norway    
   253  ,  University of Oulu  , Finland    
   257  ,  University of Strathclyde  , UK    
   258  ,  University of Ulm  , Germany    
   259  ,  University of Pisa  , Italy    
   260  ,  Technical University of Darmstadt  , Germany    
   262  ,  Technical University of Dresden  , Germany    
   264  ,  Vienna University of Technology  , Austria    
   265  ,  Royal Holloway - University of London  , UK    
   267  ,  University of Padua  , Italy    
   273  ,  University of Konstanz  , Germany    
   274  ,  University René Descartes (Paris V)  , France    
   278  ,  University of Erlangen-Nürnberg  , Germany    
   281  ,  University of Mannheim  , Germany    
   281  ,  University Pompeu Fabra  , Spain    
   284  ,  National University of Ireland - Galway  , Ireland    
   284  ,  University of Surrey  , UK    
   289  ,  University of Innsbruck  , Austria    
   289  ,  Umea University  , Sweden    
   291  ,  University of Eastern Finland  , Finland    
   293  ,  University of Kiel  , Germany    
   297  ,  University of Mainz  , Germany    
   299  ,  University of Jyvaskyla  , Finland    
   299  ,  Ecole des Ponts ParisTech  , France    
   306  ,  University of Tromso  , Norway    
   309  ,  University Bordeaux I - Sciences Technologie  , France    
   311  ,  University of Leipzig  , Germany    
   311  ,  University of Southern Denmark  , Denmark    
   315  ,  University of Navarra  , Spain    
   317  ,  University Carlos III de Madrid  , Spain    
   320  ,  University of Rome - Tor Vergata  , Italy    
   325  ,  University of Würzburg  , Germany    
   331  ,  Ben-Gurion University of the Negev  , Israel    
   331  ,  Linkoping University  , Sweden    
   334  ,  Aalborg University  , Denmark    
   334  ,  Ecole Normale Supérieure de Cachan  , France    
   334  ,  Bauman Moscow State Technical University  , Russia    
   337  ,  School of Oriental and African Studies - University of London  , UK    
   338  ,  University of Warsaw  , Poland    
   338  ,  University of Essex  , UK    
   343  ,  University of Porto  , Portugal    
   345  ,  Polytechnic University of Catalonia  , Spain    
   347  ,  City University London  , UK    
   349  ,  Dublin City University  , Ireland    
   352  ,  Novosibirsk State University  , Russia    
   353  ,  New University of Lisbon  , Portugal    
   355  ,  Aix-Marseille University  , France    
   358  ,  University Paris-Dauphine (Paris IX)  , France    
   358  ,  University of Coimbra  , Portugal    
   360  ,  Brunel University  , UK    
   363  ,  University of Jena  , Germany    
   366  ,  University of Bochum  , Germany    
   369  ,  Heriot-Watt University  , UK    
   370  ,  University of Bremen  , Germany    
   370  ,  Polytechnic University of Turin  , Italy    
   373  ,  Tilburg University  , Netherlands    
   374  ,  Birkbeck - University of London  , UK    
   374  ,  Oxford Brookes University  , UK    
   376  ,  University of Tampere  , Finland    
   376  ,  Jagiellonian University  , Poland    
   379  ,  University of Florence  , Italy    
   383  ,  Polytechnic University of Valencia  , Spain    
   385  ,  University of Montpellier II  , France    
   386  ,  Moscow State Institute of International Relations  , Russia    
   389  ,  Technical University of Madrid  , Spain    
   390  ,  University Paul Sabatier - Toulouse III  , France    
   394  ,  University of Graz  , Austria    
   394  ,  University of Düsseldorf  , Germany    
   397  ,  University of Naples Federico II  , Italy    
   399  ,  University of Turin  , Italy    
   399  ,  Aston University  , UK    
   401-410  ,  University of Regensburg  , Germany    
   401-410  ,  University Lille I  , France    
   411-420  ,  University of St.Gallen  , Switzerland    
   411-420  ,  University of Bayreuth  , Germany    
   411-420  ,  University Claude Bernard - Lyon I  , France    
   411-420  ,  University of Pavia  , Italy    
   411-420  ,  University of Kent at Canterbury  , UK    
   421-430  ,  Saarland University  , Germany    
   431-440  ,  University of Marburg  , Germany    
   431-440  ,  University of Bielefeld  , Germany    
   431-440  ,  Tampere University of Technology  , Finland    
   431-440  ,  Bilkent University  , Turkey    
   431-440  ,  Middle East Technical University  , Turkey    
   431-440  ,  Swansea University  , UK    
   441-450  ,  University of Salamanca  , Spain    
   441-450  ,  University Panthéon-Assas (Paris II)  , France    
   441-450  ,  University of Trento  , Italy    
   441-450  ,  Moscow Institute of Physics and Technology  , Russia    
   441-450  ,  Tallinn University of Technology  , Estonia    
   441-450  ,  Taras Shevchenko National University of Kyiv  , Ukraine    
   451-460  ,  Czech Technical University of Prague  , Czech Republic    
   451-460  ,  University of Hannover  , Germany    
   451-460  ,  Abo Akademi University  , Finland    
   451-460  ,  Catholic University of the Sacred Heart  , Italy    
   451-460  ,  University of Genoa  , Italy    
   451-460  ,  St Petersburg State Politecnical University  , Russia    
   461-470  ,  University of Tartu  , Estonia    
   461-470  ,  Bogazici University  , Turkey    
   461-470  ,  Goldsmiths College - University of London  , UK    
   471-480  ,  University of Valencia  , Spain    
   471-480  ,  University of Montpellier I  , France    
   471-480  ,  Aristotle University of Thessaloniki  , Greece    
   471-480  ,  Kingston University  , UK    
   471-480  ,  Bangor University  , UK    
   481-490  ,  University of Duisburg-Essen  , Germany    
   481-490  ,  University of Zaragoza  , Spain    
   491-500  ,  University of Nice-Sophia Antipolis  , France    
   491-500  ,  University of Crete  , Greece    
   491-500  ,  University of Milan - Bicocca  , Italy    
   491-500  ,  Peoples’ Friendship University of Russia  , Russia    
